league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2021,Roma,Lorenzo Pellegrini,ITA,MF,24,1996,34,30,2598,28.9,7,6,13,6,1,1,10,0,5.6,4.8,8.0,12.9,87,147,149,0.24,0.21,0.45,0.21,0.42,0.2,0.29,0.49,0.17,0.46,standard,ITA,MF,24,1996,28.9,7,69,26,2.39,0.9,10,1,1,5.6,4.8,1.4,1.2,shooting,ITA,MF,24,1996,10,0,0,43,51,6,171,42,24,0,1,0,139,21,27,misc,ITA,MF,24,1996,1772,33,211,930,654,61,1771,67,40,27,963,6507,3163,87,62,12,65,21,1177,149,possession,ITA,MF,24,1996,28.9,1089,1429,76.2,19495,5567,520,595,87.4,403,492,81.9,144,265,6,8.0,6.0,-2.0,61,121,41,8,147,passing,ITA,MF,24,1996,40,24,13,20,7,21,60,39,37,2,35,42,82,23,1,defense
ITA-Serie A,2021,Sampdoria,Lorenzo Tonelli,ITA,DF,30,1990,23,21,1782,19.8,1,0,1,1,0,0,11,0,2.0,2.0,0.0,2.0,2,42,1,0.05,0.0,0.05,0.05,0.05,0.1,0.0,0.1,0.1,0.1,standard,ITA,DF,30,1990,19.8,1,13,2,0.66,0.1,0,0,0,2.0,2.0,-1.0,-1.0,shooting,ITA,DF,30,1990,11,0,0,29,26,1,0,25,18,0,1,0,88,42,39,misc,ITA,DF,30,1990,1134,182,597,504,37,19,1134,4,4,0,555,2451,1237,2,1,0,5,5,639,1,possession,ITA,DF,30,1990,19.8,742,913,81.3,15266,4824,226,256,88.3,395,447,88.4,110,183,0,0.0,0.1,0.0,0,22,0,0,42,passing,ITA,DF,30,1990,33,18,20,11,2,10,21,11,21,14,7,25,58,94,1,defense
ITA-Serie A,2021,Fiorentina,Lorenzo Venuti,ITA,DF,25,1995,28,21,1757,19.5,0,1,1,0,0,0,3,0,0.2,0.2,1.9,2.1,36,60,98,0.0,0.05,0.05,0.0,0.05,0.01,0.1,0.11,0.01,0.11,standard,ITA,DF,25,1995,19.5,0,4,0,0.2,0.0,0,0,0,0.2,0.2,-0.2,-0.2,shooting,ITA,DF,25,1995,3,0,0,10,26,1,56,17,11,0,0,1,77,8,12,misc,ITA,DF,25,1995,944,42,223,400,327,20,944,25,7,18,495,2324,1227,36,22,3,20,12,570,98,possession,ITA,DF,25,1995,19.5,567,780,72.7,8826,3860,318,367,86.6,195,268,72.8,39,95,1,1.9,1.5,-0.9,15,52,18,11,60,passing,ITA,DF,25,1995,24,11,14,7,3,14,28,14,18,3,15,17,41,24,0,defense
ITA-Serie A,2021,Udinese,Marvin Zeegelaar,NED,DF,29,1990,24,23,1740,19.3,1,0,1,1,0,0,6,0,1.6,1.6,0.9,2.5,35,70,88,0.05,0.0,0.05,0.05,0.05,0.08,0.05,0.13,0.08,0.13,standard,NED,DF,29,1990,19.3,1,9,1,0.47,0.05,0,0,0,1.6,1.6,-0.6,-0.6,shooting,NED,DF,29,1990,6,0,0,39,6,4,45,24,18,0,1,0,68,33,28,misc,NED,DF,29,1990,975,60,266,431,289,29,975,33,21,12,497,2473,1148,35,20,4,27,15,586,88,possession,NED,DF,29,1990,19.3,585,771,75.9,8962,3167,316,378,83.6,219,274,79.9,32,73,0,0.9,1.0,-0.9,9,36,12,7,70,passing,NED,DF,29,1990,40,18,23,16,1,20,39,19,21,9,12,24,64,43,0,defense
ITA-Serie A,2021,Lazio,Mateo Musacchio,ARG,DF,29,1990,4,2,229,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,DF,29,1990,2.5,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ARG,DF,29,1990,2,0,0,3,4,0,1,2,1,0,0,0,8,2,7,misc,ARG,DF,29,1990,136,8,60,68,10,0,136,1,1,0,78,448,173,4,2,0,3,1,98,2,possession,ARG,DF,29,1990,2.5,104,116,89.7,1924,448,37,39,94.9,54,59,91.5,10,14,0,0.0,0.0,0.0,0,8,0,0,8,passing,ARG,DF,29,1990,1,1,1,0,0,0,0,0,5,2,3,2,3,5,0,defense
ITA-Serie A,2021,Milan,Mateo Musacchio,ARG,DF,29,1990,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,DF,29,1990,0.4,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ARG,DF,29,1990,0,0,0,1,0,0,0,3,1,0,0,0,3,0,0,misc,ARG,DF,29,1990,28,2,15,13,0,0,28,0,0,0,18,58,27,0,0,0,1,0,16,0,possession,ARG,DF,29,1990,0.4,19,20,95.0,305,157,9,9,100.0,6,6,100.0,2,3,0,0.0,0.0,0.0,0,2,0,0,1,passing,ARG,DF,29,1990,2,1,2,0,0,2,3,1,1,0,1,3,5,0,0,defense
ITA-Serie A,2021,Udinese,Mato Jajalo,BIH,MF,32,1988,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BIH,MF,32,1988,0.4,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,BIH,MF,32,1988,0,0,0,0,1,0,0,2,1,0,0,0,3,0,0,misc,BIH,MF,32,1988,35,2,11,20,4,0,35,0,0,0,15,64,34,0,2,0,0,0,20,0,possession,BIH,MF,32,1988,0.4,23,32,71.9,313,104,12,14,85.7,10,13,76.9,0,2,0,0.0,0.0,0.0,0,2,0,0,1,passing,BIH,MF,32,1988,1,1,1,0,0,1,1,0,1,0,1,2,3,0,0,defense
ITA-Serie A,2021,Juventus,Leonardo Bonucci,ITA,DF,33,1987,26,23,2028,22.5,2,0,2,2,0,0,4,0,2.5,2.5,0.4,3.0,6,89,4,0.09,0.0,0.09,0.09,0.09,0.11,0.02,0.13,0.11,0.13,standard,ITA,DF,33,1987,22.5,2,16,3,0.71,0.13,0,0,0,2.5,2.5,-0.5,-0.5,shooting,ITA,DF,33,1987,4,0,0,21,16,3,5,33,14,0,2,0,93,34,19,misc,ITA,DF,33,1987,1702,225,770,875,64,20,1702,5,4,1,984,4599,2705,6,8,1,5,2,1290,4,possession,ITA,DF,33,1987,22.5,1363,1518,89.8,29257,11809,342,360,95.0,815,855,95.3,198,275,0,0.4,0.6,-0.4,3,91,6,1,89,passing,ITA,DF,33,1987,19,14,10,8,1,6,14,8,24,13,11,33,52,67,0,defense
ITA-Serie A,2021,Cagliari,Leonardo Pavoletti,ITA,FW,31,1988,33,17,1584,17.6,4,3,7,4,0,0,8,0,7.2,7.2,1.1,8.3,4,21,65,0.23,0.17,0.4,0.23,0.4,0.41,0.06,0.47,0.41,0.47,standard,ITA,FW,31,1988,17.6,4,44,11,2.5,0.62,0,0,0,7.2,7.2,-3.2,-3.2,shooting,ITA,FW,31,1988,8,0,0,44,29,9,1,4,3,1,0,0,38,113,67,misc,ITA,FW,31,1988,587,34,79,299,213,78,587,6,3,3,244,688,167,4,4,3,41,14,437,65,possession,ITA,FW,31,1988,17.6,282,409,68.9,3571,476,177,246,72.0,63,84,75.0,13,21,3,1.1,0.6,1.9,12,19,6,0,21,passing,ITA,FW,31,1988,7,3,2,5,0,1,20,19,4,2,2,4,11,32,0,defense
ITA-Serie A,2021,Roma,Leonardo Spinazzola,ITA,DF,27,1993,27,25,2124,23.6,2,4,6,2,0,0,0,0,1.7,1.7,5.0,6.8,147,105,174,0.08,0.17,0.25,0.08,0.25,0.08,0.22,0.3,0.08,0.3,standard,ITA,DF,27,1993,23.6,2,22,6,0.93,0.25,0,0,0,1.7,1.7,0.3,0.3,shooting,ITA,DF,27,1993,0,0,0,8,11,2,103,25,6,0,0,1,107,10,1,misc,ITA,DF,27,1993,1473,52,308,609,583,70,1473,120,53,67,872,7802,4473,147,86,33,30,8,967,174,possession,ITA,DF,27,1993,23.6,957,1227,78.0,16192,4598,485,569,85.2,358,431,83.1,93,157,4,5.0,3.7,-1.0,33,74,45,21,105,passing,ITA,DF,27,1993,12,6,3,9,0,8,20,12,16,1,15,25,37,31,0,defense
ITA-Serie A,2021,Crotone,Lisandro Magallán,ARG,DF,26,1993,28,25,2181,24.2,1,2,3,1,0,0,10,0,1.2,1.2,0.4,1.6,12,70,3,0.04,0.08,0.12,0.04,0.12,0.05,0.01,0.06,0.05,0.06,standard,ARG,DF,26,1993,24.2,1,8,2,0.33,0.08,0,0,0,1.2,1.2,-0.2,-0.2,shooting,ARG,DF,26,1993,10,0,0,65,13,0,1,44,31,0,1,0,141,43,26,misc,ARG,DF,26,1993,1359,135,701,596,69,12,1359,9,7,2,674,2967,1535,12,2,1,17,5,774,3,possession,ARG,DF,26,1993,24.2,903,1109,81.4,16685,7382,350,411,85.2,456,522,87.4,86,137,2,0.4,0.3,1.6,9,70,5,0,70,passing,ARG,DF,26,1993,54,31,28,24,2,17,42,25,29,15,14,44,98,78,1,defense
ITA-Serie A,2021,Atalanta,Mario Pašalić,CRO,MF,25,1995,25,10,1122,12.5,6,2,8,6,0,0,2,0,4.3,4.3,2.5,6.8,32,86,91,0.48,0.16,0.64,0.48,0.64,0.35,0.2,0.55,0.35,0.55,standard,CRO,MF,25,1995,12.5,6,20,12,1.6,0.96,0,0,0,4.3,4.3,1.7,1.7,shooting,CRO,MF,25,1995,2,0,0,19,10,1,6,8,15,0,0,0,85,16,16,misc,CRO,MF,25,1995,794,10,89,445,273,44,794,28,11,16,511,2474,1246,32,21,12,25,18,608,91,possession,CRO,MF,25,1995,12.5,576,674,85.5,9756,2378,283,319,88.7,227,257,88.3,49,62,2,2.5,1.4,-0.5,17,66,26,1,86,passing,CRO,MF,25,1995,26,15,5,17,4,12,19,7,12,1,11,8,34,6,0,defense
ITA-Serie A,2021,Genoa,Marko Pjaca,CRO,"FW,MF",25,1995,35,15,1418,15.8,3,2,5,3,0,0,0,0,2.6,2.6,1.9,4.5,38,50,102,0.19,0.13,0.32,0.19,0.32,0.17,0.12,0.29,0.17,0.29,standard,CRO,"FW,MF",25,1995,15.8,3,29,11,1.84,0.7,0,0,0,2.6,2.6,0.4,0.4,shooting,CRO,"FW,MF",25,1995,0,0,0,19,24,2,4,7,6,0,0,0,65,15,47,misc,CRO,"FW,MF",25,1995,672,11,89,337,262,43,672,46,23,23,440,2324,1048,38,26,15,45,30,539,102,possession,CRO,"FW,MF",25,1995,15.8,416,498,83.5,5448,959,251,287,87.5,111,125,88.8,17,22,2,1.9,0.9,0.1,14,26,13,1,50,passing,CRO,"FW,MF",25,1995,13,6,6,3,4,4,16,12,7,2,5,7,20,12,0,defense
ITA-Serie A,2021,Cagliari,Marko Rog,CRO,MF,25,1995,14,14,1165,12.9,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,30,53,14,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,CRO,MF,25,1995,12.9,0,8,2,0.62,0.15,0,0,0,0.2,0.2,-0.2,-0.2,shooting,CRO,MF,25,1995,2,0,0,34,23,0,6,19,24,0,0,0,95,5,13,misc,CRO,MF,25,1995,760,29,177,461,138,8,760,31,20,11,410,2396,1409,30,26,6,20,12,493,14,possession,CRO,MF,25,1995,12.9,541,619,87.4,8565,2501,296,323,91.6,186,210,88.6,42,56,0,0.3,0.6,-0.3,8,55,7,2,53,passing,CRO,MF,25,1995,40,24,15,22,3,16,37,21,17,6,11,19,59,15,0,defense
ITA-Serie A,2021,Sassuolo,Marlon,BRA,DF,24,1995,24,19,1742,19.4,0,0,0,0,0,0,6,1,0.3,0.3,0.1,0.3,12,79,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,standard,BRA,DF,24,1995,19.4,0,4,2,0.21,0.1,0,0,0,0.3,0.3,-0.3,-0.3,shooting,BRA,DF,24,1995,6,1,1,26,8,0,0,27,13,0,2,0,112,38,30,misc,BRA,DF,24,1995,1763,152,648,1068,55,7,1763,8,8,0,1127,6321,3997,12,10,0,5,4,1375,1,possession,BRA,DF,24,1995,19.4,1545,1627,95.0,26683,9056,626,653,95.9,784,806,97.3,102,120,0,0.1,0.3,-0.1,1,101,1,0,79,passing,BRA,DF,24,1995,19,13,13,6,0,13,18,5,23,17,6,27,46,44,2,defense
ITA-Serie A,2021,Atalanta,Marten de Roon,NED,MF,29,1991,35,33,3021,33.6,1,1,2,1,0,0,8,1,0.6,0.6,0.9,1.6,37,245,34,0.03,0.03,0.06,0.03,0.06,0.02,0.03,0.05,0.02,0.05,standard,NED,MF,29,1991,33.6,1,17,3,0.51,0.09,0,0,0,0.6,0.6,0.4,0.4,shooting,NED,MF,29,1991,8,1,0,65,23,0,16,69,48,0,0,0,258,65,44,misc,NED,MF,29,1991,2491,74,540,1527,439,13,2491,16,12,4,1412,5755,3080,37,42,5,17,10,1627,34,possession,NED,MF,29,1991,33.6,1865,2205,84.6,34012,11402,783,873,89.7,872,964,90.5,191,286,1,0.9,1.8,0.1,19,264,21,2,245,passing,NED,MF,29,1991,80,48,30,36,14,36,84,48,44,9,35,69,149,40,0,defense
ITA-Serie A,2021,Spezia,Martin Erlic,CRO,DF,22,1998,27,19,1798,20.0,3,1,4,3,0,0,6,0,1.2,1.2,0.2,1.4,15,58,2,0.15,0.05,0.2,0.15,0.2,0.06,0.01,0.07,0.06,0.07,standard,CRO,DF,22,1998,20.0,3,10,3,0.5,0.15,0,0,0,1.2,1.2,1.8,1.8,shooting,CRO,DF,22,1998,6,0,0,37,12,0,2,41,14,0,0,0,100,44,36,misc,CRO,DF,22,1998,1267,139,644,603,32,16,1267,5,3,2,724,3742,1897,15,7,0,9,1,756,2,possession,CRO,DF,22,1998,20.0,911,1075,84.7,19933,5357,222,262,84.7,526,580,90.7,156,215,1,0.2,0.6,0.8,1,57,3,1,58,passing,CRO,DF,22,1998,23,14,16,6,1,11,20,9,22,16,6,41,64,71,2,defense
ITA-Serie A,2021,Udinese,Martin Palumbo,NOR,MF,18,2002,3,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NOR,MF,18,2002,0.7,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,NOR,MF,18,2002,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,misc,NOR,MF,18,2002,24,0,2,13,9,0,24,0,0,0,11,34,4,0,0,0,0,1,11,4,possession,NOR,MF,18,2002,0.7,5,12,41.7,90,19,1,3,33.3,4,6,66.7,0,0,0,0.0,0.0,0.0,0,0,1,0,2,passing,NOR,MF,18,2002,0,0,0,0,0,0,0,0,5,0,5,1,1,0,0,defense
ITA-Serie A,2021,Fiorentina,Martín Cáceres,URU,DF,33,1987,29,26,2238,24.9,2,2,4,2,0,0,4,0,1.7,1.7,1.2,3.0,26,104,60,0.08,0.08,0.16,0.08,0.16,0.07,0.05,0.12,0.07,0.12,standard,URU,DF,33,1987,24.9,2,15,6,0.6,0.24,0,0,0,1.7,1.7,0.3,0.3,shooting,URU,DF,33,1987,4,0,0,19,18,0,45,14,12,0,1,0,126,25,24,misc,URU,DF,33,1987,1224,101,361,641,234,24,1224,8,3,5,633,3123,1851,26,25,1,14,10,749,60,possession,URU,DF,33,1987,24.9,818,1056,77.5,15514,5740,327,382,85.6,355,414,85.7,111,194,2,1.2,1.2,0.8,10,90,13,9,104,passing,URU,DF,33,1987,28,12,16,11,1,15,35,20,20,14,6,14,42,52,1,defense
ITA-Serie A,2021,Torino,Karol Linetty,POL,MF,25,1995,27,20,1832,20.4,1,0,1,1,0,0,5,0,1.1,1.1,1.0,2.1,27,58,60,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.1,standard,POL,MF,25,1995,20.4,1,7,3,0.34,0.15,0,0,0,1.1,1.1,-0.1,-0.1,shooting,POL,MF,25,1995,5,0,0,31,29,1,6,15,28,0,0,0,116,8,14,misc,POL,MF,25,1995,926,34,204,499,235,26,926,33,20,13,520,2604,1259,27,22,4,42,25,613,60,possession,POL,MF,25,1995,20.4,600,733,81.9,8945,2488,368,410,89.8,183,219,83.6,36,53,0,1.0,1.0,-1.0,15,46,10,0,58,passing,POL,MF,25,1995,38,28,13,19,6,16,45,29,19,5,14,15,53,7,0,defense
ITA-Serie A,2021,Parma,Kastriot Dermaku,ALB,DF,28,1992,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ALB,DF,28,1992,1.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ALB,DF,28,1992,0,0,0,2,2,0,0,2,1,0,0,0,4,0,1,misc,ALB,DF,28,1992,53,15,34,19,0,0,53,0,0,0,16,102,54,0,0,0,0,0,31,0,possession,ALB,DF,28,1992,1.1,35,40,87.5,693,193,8,9,88.9,24,26,92.3,3,3,0,0.0,0.0,0.0,0,0,0,0,0,passing,ALB,DF,28,1992,1,1,1,0,0,0,0,0,2,1,1,2,3,8,0,defense
ITA-Serie A,2021,Sampdoria,Keita Baldé,SEN,FW,25,1995,25,12,1197,13.3,7,1,8,7,0,0,4,1,5.7,5.7,2.4,8.1,40,26,110,0.53,0.08,0.6,0.53,0.6,0.42,0.18,0.61,0.42,0.61,standard,SEN,FW,25,1995,13.3,7,44,19,3.31,1.43,0,0,0,5.7,5.7,1.3,1.3,shooting,SEN,FW,25,1995,4,1,0,32,35,4,8,0,6,1,1,0,25,20,41,misc,SEN,FW,25,1995,473,4,21,189,270,83,473,26,16,10,302,1847,961,40,26,23,45,15,400,110,possession,SEN,FW,25,1995,13.3,230,315,73.0,3100,526,135,169,79.9,74,96,77.1,7,18,1,2.4,1.3,-1.4,21,14,6,0,26,passing,SEN,FW,25,1995,9,6,2,6,1,4,10,6,10,1,9,0,9,3,0,defense
ITA-Serie A,2021,Spezia,Kevin Agudelo,COL,FW,21,1998,29,14,1356,15.1,1,2,3,1,0,0,4,0,1.5,1.5,1.3,2.8,50,43,82,0.07,0.13,0.2,0.07,0.2,0.1,0.09,0.19,0.1,0.19,standard,COL,FW,21,1998,15.1,1,19,4,1.26,0.27,0,0,0,1.5,1.5,-0.5,-0.5,shooting,COL,FW,21,1998,4,0,0,20,32,2,11,10,28,0,0,0,60,16,34,misc,COL,FW,21,1998,544,2,58,233,271,56,544,76,44,32,325,2764,1424,50,35,24,35,25,357,82,possession,COL,FW,21,1998,15.1,228,328,69.5,3824,848,114,141,80.9,86,110,78.2,22,36,2,1.3,0.8,0.7,12,27,10,0,43,passing,COL,FW,21,1998,39,28,9,15,15,12,34,22,30,0,30,10,49,2,0,defense
ITA-Serie A,2021,Udinese,Kevin Bonifazi,ITA,DF,24,1996,30,28,2469,27.4,0,0,0,0,0,0,4,0,1.4,1.4,0.2,1.6,15,58,5,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard,ITA,DF,24,1996,27.4,0,17,0,0.62,0.0,0,0,0,1.4,1.4,-1.4,-1.4,shooting,ITA,DF,24,1996,4,0,0,26,14,0,4,50,21,0,2,0,164,41,24,misc,ITA,DF,24,1996,1613,262,872,678,74,22,1613,16,13,3,1020,5282,2586,15,14,2,19,3,1047,5,possession,ITA,DF,24,1996,27.4,1204,1360,88.5,22919,9010,412,450,91.6,652,681,95.7,117,184,0,0.2,0.4,-0.2,2,59,3,0,58,passing,ITA,DF,24,1996,32,21,24,6,2,8,23,15,33,20,13,50,82,85,1,defense
ITA-Serie A,2021,Hellas Verona,Kevin Lasagna,ITA,FW,27,1992,19,14,1267,14.1,2,0,2,2,0,0,0,0,3.2,3.2,1.9,5.1,28,19,100,0.14,0.0,0.14,0.14,0.14,0.23,0.14,0.36,0.23,0.36,standard,ITA,FW,27,1992,14.1,2,30,6,2.13,0.43,0,0,0,3.2,3.2,-1.2,-1.2,shooting,ITA,FW,27,1992,0,0,0,32,21,23,4,1,3,0,0,0,30,26,48,misc,ITA,FW,27,1992,422,12,26,179,223,61,422,18,8,10,233,1383,602,28,18,17,51,18,311,100,possession,ITA,FW,27,1992,14.1,180,260,69.2,2275,326,122,152,80.3,35,58,60.3,7,13,0,1.9,0.6,-1.9,12,12,5,0,19,passing,ITA,FW,27,1992,7,3,0,5,2,1,5,4,12,1,11,1,8,11,0,defense
ITA-Serie A,2021,Udinese,Kevin Lasagna,ITA,FW,27,1992,17,12,1103,12.3,2,1,3,2,0,0,1,0,7.4,7.4,1.0,8.4,20,23,79,0.16,0.08,0.24,0.16,0.24,0.6,0.08,0.68,0.6,0.68,standard,ITA,FW,27,1992,12.3,2,41,12,3.35,0.98,1,0,0,7.4,7.4,-5.4,-5.4,shooting,ITA,FW,27,1992,1,0,0,20,11,9,17,6,1,0,0,0,32,18,37,misc,ITA,FW,27,1992,347,8,28,126,198,71,347,15,5,9,184,1114,411,20,9,16,30,12,221,79,possession,ITA,FW,27,1992,12.3,144,212,67.9,1993,441,91,115,79.1,33,48,68.8,8,12,1,1.0,0.8,0.0,10,11,9,2,23,passing,ITA,FW,27,1992,6,1,2,3,1,3,14,11,11,0,11,6,12,7,0,defense
ITA-Serie A,2021,Hellas Verona,Kevin Rüegg,SUI,"DF,MF",21,1998,7,1,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,SUI,"DF,MF",21,1998,2.3,0,1,1,0.44,0.44,0,0,0,0.0,0.0,0.0,0.0,shooting,SUI,"DF,MF",21,1998,0,0,0,2,1,1,3,2,0,1,0,0,9,1,4,misc,SUI,"DF,MF",21,1998,88,3,27,23,38,1,88,2,2,0,39,185,73,3,3,0,5,2,54,7,possession,SUI,"DF,MF",21,1998,2.3,49,72,68.1,774,172,26,28,92.9,18,24,75.0,5,14,0,0.0,0.0,0.0,0,2,1,1,3,passing,SUI,"DF,MF",21,1998,0,0,0,0,0,0,0,0,3,0,3,2,2,3,0,defense
ITA-Serie A,2021,Parma,Juraj Kucka,SVK,"MF,FW",33,1987,28,28,2334,25.9,7,2,9,3,4,4,8,0,7.1,4.0,2.0,5.9,35,77,117,0.27,0.08,0.35,0.12,0.19,0.27,0.08,0.35,0.15,0.23,standard,SVK,"MF,FW",33,1987,25.9,7,56,15,2.16,0.58,2,4,4,7.1,4.0,-0.1,-1.0,shooting,SVK,"MF,FW",33,1987,8,0,0,65,71,3,15,28,36,0,0,0,133,79,59,misc,SVK,"MF,FW",33,1987,1250,44,208,673,378,56,1246,59,31,28,658,3326,1498,35,23,5,48,30,885,117,possession,SVK,"MF,FW",33,1987,25.9,663,929,71.4,10151,2630,370,458,80.8,229,304,75.3,44,84,2,2.0,1.7,0.0,17,54,17,4,77,passing,SVK,"MF,FW",33,1987,67,36,21,37,9,26,74,48,25,3,22,28,95,25,0,defense
ITA-Serie A,2021,Roma,Justin Kluivert,NED,MF,21,1999,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NED,MF,21,1999,0.2,0,1,0,4.74,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,NED,MF,21,1999,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,misc,NED,MF,21,1999,10,0,3,5,2,0,10,0,0,0,4,40,21,1,0,0,1,0,5,1,possession,NED,MF,21,1999,0.2,4,7,57.1,120,32,1,3,33.3,1,2,50.0,2,2,0,0.0,0.0,0.0,0,1,0,0,2,passing,NED,MF,21,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2021,Genoa,Jérôme Onguéné,CMR,DF,22,1997,4,1,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CMR,DF,22,1997,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,CMR,DF,22,1997,0,0,0,3,1,0,1,2,1,0,0,0,14,2,6,misc,CMR,DF,22,1997,121,14,70,48,4,0,121,0,0,0,68,228,77,0,1,0,2,0,71,0,possession,CMR,DF,22,1997,2.0,83,101,82.2,1386,552,44,50,88.0,35,43,81.4,4,7,0,0.0,0.0,0.0,0,1,0,0,6,passing,CMR,DF,22,1997,2,1,2,0,0,2,7,5,2,0,2,2,4,8,0,defense
ITA-Serie A,2021,Sassuolo,Kaan Ayhan,TUR,DF,25,1994,19,7,796,8.8,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,19,41,13,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,TUR,DF,25,1994,8.8,0,5,0,0.57,0.0,2,0,0,0.5,0.5,-0.5,-0.5,shooting,TUR,DF,25,1994,3,0,0,8,2,0,3,16,9,0,0,0,37,12,22,misc,TUR,DF,25,1994,651,68,219,358,77,4,651,4,3,1,394,1642,1030,19,9,1,1,3,466,13,possession,TUR,DF,25,1994,8.8,515,567,90.8,8573,2411,234,246,95.1,251,268,93.7,26,41,0,0.0,0.2,0.0,0,51,2,0,41,passing,TUR,DF,25,1994,15,9,8,5,2,8,13,5,9,5,4,16,31,33,0,defense
